"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41";"V42";"V43";"V44";"V45";"V46";"V47";"V48";"V49";"V50";"V51";"V52";"V53";"V54";"V55";"V56";"V57";"V58";"V59";"V60";"V61";"V62";"V63";"V64";"V65";"V66";"V67";"V68";"V69";"V70";"V71";"V72";"V73";"V74";"V75";"V76";"V77";"V78";"V79";"V80";"V81";"V82";"V83";"V84";"V85";"V86";"V87";"V88";"V89";"V90";"V91";"V92";"V93";"V94";"V95";"V96";"V97";"V98";"V99";"V100"
"276861";"000651118X";"0006511929";"0060002484";"0060011939";"0060094117";"0060505885";"0060520507";"0060595183";"0060930934";"0060951303";"0060964049";"0061000027";"0061007129";"0061054143";"0061054151";"0061056774";"0061096261";"0061097101";"0064404773";"0064405176";"0064407667";"0066210151";"0099268345";"0099283697";"0099460343";"0099543818";"009975181X";"0140062718";"014014899X";"0140187758";"0140260498";"0140269967";"0140270272";"0140279091";"0140327592";"0140328742";"0140366830";"0140367446";"0140367616";"0140621741";"0141181222";"0151010633";"0151446474";"0155061224";"0192834312";"0240514866";"0299164942";"0312244266";"0312253397";"0312864590";"0312874243";"0312925689";"0312960344";"0312966970";"0312983271";"0316152196";"0316154601";"0316287555";"0316666343";"0316781266";"0330201700";"0330332775";"0330367358";"0330373269";"033390804X";"0340818182";"0345249372";"0345348664";"0345385764";"0345391810";"034541389X";"0345423402";"0345425596";"034544003X";"0345446860";"034545104X";"0375400699";"0375700668";"0375756981";"0380000059";"0380005239";"0380724987";"0380726246";"0380731851";"0380807343";"0380816059";"0380975017";"0385272324";"038550120X";"0385503822";"0385729340";"0393045390";"0393319296";"0395547032";"0399138188";"0399138684";"0399139419";"0399147144";"0399147322";"0399148450"
"276862";"000651118X";"0006511929";"0060002484";"0060011939";"0060094117";"0060505885";"0060520507";"0060595183";"0060930934";"0060951303";"0060964049";"0061000027";"0061007129";"0061054143";"0061054151";"0061056774";"0061096261";"0061097101";"0064404773";"0064405176";"0064407667";"0066210151";"0099268345";"0099283697";"0099460343";"0099543818";"009975181X";"0140062718";"014014899X";"0140187758";"0140260498";"0140269967";"0140270272";"0140279091";"0140327592";"0140328742";"0140366830";"0140367446";"0140367616";"0140621741";"0141181222";"0151010633";"0151446474";"0155061224";"0192834312";"0240514866";"0299164942";"0312244266";"0312253397";"0312864590";"0312874243";"0312925689";"0312960344";"0312966970";"0312983271";"0316152196";"0316154601";"0316287555";"0316666343";"0316781266";"0330201700";"0330332775";"0330367358";"0330373269";"033390804X";"0340818182";"0345249372";"0345348664";"0345385764";"0345391810";"034541389X";"0345423402";"0345425596";"034544003X";"0345446860";"034545104X";"0375400699";"0375700668";"0375756981";"0380000059";"0380005239";"0380724987";"0380726246";"0380731851";"0380807343";"0380816059";"0380975017";"0385272324";"038550120X";"0385503822";"0385729340";"0393045390";"0393319296";"0395547032";"0399138188";"0399138684";"0399139419";"0399147144";"0399147322";"0399148450"
"276863";"000651118X";"0006511929";"0060002484";"0060011939";"0060094117";"0060505885";"0060520507";"0060595183";"0060930934";"0060951303";"0060964049";"0061000027";"0061007129";"0061054143";"0061054151";"0061056774";"0061096261";"0061097101";"0064404773";"0064405176";"0064407667";"0066210151";"0099268345";"0099283697";"0099460343";"0099543818";"009975181X";"0140062718";"014014899X";"0140187758";"0140260498";"0140269967";"0140270272";"0140279091";"0140327592";"0140328742";"0140366830";"0140367446";"0140367616";"0140621741";"0141181222";"0151010633";"0151446474";"0155061224";"0192834312";"0240514866";"0299164942";"0312244266";"0312253397";"0312864590";"0312874243";"0312925689";"0312960344";"0312966970";"0312983271";"0316152196";"0316154601";"0316287555";"0316666343";"0316781266";"0330201700";"0330332775";"0330367358";"0330373269";"033390804X";"0340818182";"0345249372";"0345348664";"0345385764";"0345391810";"034541389X";"0345423402";"0345425596";"034544003X";"0345446860";"034545104X";"0375400699";"0375700668";"0375756981";"0380000059";"0380005239";"0380724987";"0380726246";"0380731851";"0380807343";"0380816059";"0380975017";"0385272324";"038550120X";"0385503822";"0385729340";"0393045390";"0393319296";"0395547032";"0399138188";"0399138684";"0399139419";"0399147144";"0399147322";"0399148450"
"276866";"000651118X";"0006511929";"0060002484";"0060011939";"0060094117";"0060505885";"0060520507";"0060595183";"0060930934";"0060951303";"0060964049";"0061000027";"0061007129";"0061054143";"0061054151";"0061056774";"0061096261";"0061097101";"0064404773";"0064405176";"0064407667";"0066210151";"0099268345";"0099283697";"0099460343";"0099543818";"009975181X";"0140062718";"014014899X";"0140187758";"0140260498";"0140269967";"0140270272";"0140279091";"0140327592";"0140328742";"0140366830";"0140367446";"0140367616";"0140621741";"0141181222";"0151010633";"0151446474";"0155061224";"0192834312";"0240514866";"0299164942";"0312244266";"0312253397";"0312864590";"0312874243";"0312925689";"0312960344";"0312966970";"0312983271";"0316152196";"0316154601";"0316287555";"0316666343";"0316781266";"0330201700";"0330332775";"0330367358";"0330373269";"033390804X";"0340818182";"0345249372";"0345348664";"0345385764";"0345391810";"034541389X";"0345423402";"0345425596";"034544003X";"0345446860";"034545104X";"0375400699";"0375700668";"0375756981";"0380000059";"0380005239";"0380724987";"0380726246";"0380731851";"0380807343";"0380816059";"0380975017";"0385272324";"038550120X";"0385503822";"0385729340";"0393045390";"0393319296";"0395547032";"0399138188";"0399138684";"0399139419";"0399147144";"0399147322";"0399148450"
"276869";"000651118X";"0006511929";"0060002484";"0060011939";"0060094117";"0060505885";"0060520507";"0060595183";"0060930934";"0060951303";"0060964049";"0061000027";"0061007129";"0061054143";"0061054151";"0061056774";"0061096261";"0061097101";"0064404773";"0064405176";"0064407667";"0066210151";"0099268345";"0099283697";"0099460343";"0099543818";"009975181X";"0140062718";"014014899X";"0140187758";"0140260498";"0140269967";"0140270272";"0140279091";"0140327592";"0140328742";"0140366830";"0140367446";"0140367616";"0140621741";"0141181222";"0151010633";"0151446474";"0155061224";"0192834312";"0240514866";"0299164942";"0312244266";"0312253397";"0312864590";"0312874243";"0312925689";"0312960344";"0312966970";"0312983271";"0316152196";"0316154601";"0316287555";"0316666343";"0316781266";"0330201700";"0330332775";"0330367358";"0330373269";"033390804X";"0340818182";"0345249372";"0345348664";"0345385764";"0345391810";"034541389X";"0345423402";"0345425596";"034544003X";"0345446860";"034545104X";"0375400699";"0375700668";"0375756981";"0380000059";"0380005239";"0380724987";"0380726246";"0380731851";"0380807343";"0380816059";"0380975017";"0385272324";"038550120X";"0385503822";"0385729340";"0393045390";"0393319296";"0395547032";"0399138188";"0399138684";"0399139419";"0399147144";"0399147322";"0399148450"
"276870";"000651118X";"0006511929";"0060002484";"0060011939";"0060094117";"0060505885";"0060520507";"0060595183";"0060930934";"0060951303";"0060964049";"0061000027";"0061007129";"0061054143";"0061054151";"0061056774";"0061096261";"0061097101";"0064404773";"0064405176";"0064407667";"0066210151";"0099268345";"0099283697";"0099460343";"0099543818";"009975181X";"0140062718";"014014899X";"0140187758";"0140260498";"0140269967";"0140270272";"0140279091";"0140327592";"0140328742";"0140366830";"0140367446";"0140367616";"0140621741";"0141181222";"0151010633";"0151446474";"0155061224";"0192834312";"0240514866";"0299164942";"0312244266";"0312253397";"0312864590";"0312874243";"0312925689";"0312960344";"0312966970";"0312983271";"0316152196";"0316154601";"0316287555";"0316666343";"0316781266";"0330201700";"0330332775";"0330367358";"0330373269";"033390804X";"0340818182";"0345249372";"0345348664";"0345385764";"0345391810";"034541389X";"0345423402";"0345425596";"034544003X";"0345446860";"034545104X";"0375400699";"0375700668";"0375756981";"0380000059";"0380005239";"0380724987";"0380726246";"0380731851";"0380807343";"0380816059";"0380975017";"0385272324";"038550120X";"0385503822";"0385729340";"0393045390";"0393319296";"0395547032";"0399138188";"0399138684";"0399139419";"0399147144";"0399147322";"0399148450"
"276872";"000651118X";"0006511929";"0060002484";"0060011939";"0060094117";"0060505885";"0060520507";"0060595183";"0060930934";"0060951303";"0060964049";"0061000027";"0061007129";"0061054143";"0061054151";"0061056774";"0061096261";"0061097101";"0064404773";"0064405176";"0064407667";"0066210151";"0099268345";"0099283697";"0099460343";"0099543818";"009975181X";"0140062718";"014014899X";"0140187758";"0140260498";"0140269967";"0140270272";"0140279091";"0140327592";"0140328742";"0140366830";"0140367446";"0140367616";"0140621741";"0141181222";"0151010633";"0151446474";"0155061224";"0192834312";"0240514866";"0299164942";"0312244266";"0312253397";"0312864590";"0312874243";"0312925689";"0312960344";"0312966970";"0312983271";"0316152196";"0316154601";"0316287555";"0316666343";"0316781266";"0330201700";"0330332775";"0330367358";"0330373269";"033390804X";"0340818182";"0345249372";"0345348664";"0345385764";"0345391810";"034541389X";"0345423402";"0345425596";"034544003X";"0345446860";"034545104X";"0375400699";"0375700668";"0375756981";"0380000059";"0380005239";"0380724987";"0380726246";"0380731851";"0380807343";"0380816059";"0380975017";"0385272324";"038550120X";"0385503822";"0385729340";"0393045390";"0393319296";"0395547032";"0399138188";"0399138684";"0399139419";"0399147144";"0399147322";"0399148450"
"276873";"000651118X";"0006511929";"0060002484";"0060011939";"0060094117";"0060505885";"0060520507";"0060595183";"0060930934";"0060951303";"0060964049";"0061000027";"0061007129";"0061054143";"0061054151";"0061056774";"0061096261";"0061097101";"0064404773";"0064405176";"0064407667";"0066210151";"0099268345";"0099283697";"0099460343";"0099543818";"009975181X";"0140062718";"014014899X";"0140187758";"0140260498";"0140269967";"0140270272";"0140279091";"0140327592";"0140328742";"0140366830";"0140367446";"0140367616";"0140621741";"0141181222";"0151010633";"0151446474";"0155061224";"0192834312";"0240514866";"0299164942";"0312244266";"0312253397";"0312864590";"0312874243";"0312925689";"0312960344";"0312966970";"0312983271";"0316152196";"0316154601";"0316287555";"0316666343";"0316781266";"0330201700";"0330332775";"0330367358";"0330373269";"033390804X";"0340818182";"0345249372";"0345348664";"0345385764";"0345391810";"034541389X";"0345423402";"0345425596";"034544003X";"0345446860";"034545104X";"0375400699";"0375700668";"0375756981";"0380000059";"0380005239";"0380724987";"0380726246";"0380731851";"0380807343";"0380816059";"0380975017";"0385272324";"038550120X";"0385503822";"0385729340";"0393045390";"0393319296";"0395547032";"0399138188";"0399138684";"0399139419";"0399147144";"0399147322";"0399148450"
"276875";"000651118X";"0006511929";"0060002484";"0060011939";"0060094117";"0060505885";"0060520507";"0060595183";"0060930934";"0060951303";"0060964049";"0061000027";"0061007129";"0061054143";"0061054151";"0061056774";"0061096261";"0061097101";"0064404773";"0064405176";"0064407667";"0066210151";"0099268345";"0099283697";"0099460343";"0099543818";"009975181X";"0140062718";"014014899X";"0140187758";"0140260498";"0140269967";"0140270272";"0140279091";"0140327592";"0140328742";"0140366830";"0140367446";"0140367616";"0140621741";"0141181222";"0151010633";"0151446474";"0155061224";"0192834312";"0240514866";"0299164942";"0312244266";"0312253397";"0312864590";"0312874243";"0312925689";"0312960344";"0312966970";"0312983271";"0316152196";"0316154601";"0316287555";"0316666343";"0316781266";"0330201700";"0330332775";"0330367358";"0330373269";"033390804X";"0340818182";"0345249372";"0345348664";"0345385764";"0345391810";"034541389X";"0345423402";"0345425596";"034544003X";"0345446860";"034545104X";"0375400699";"0375700668";"0375756981";"0380000059";"0380005239";"0380724987";"0380726246";"0380731851";"0380807343";"0380816059";"0380975017";"0385272324";"038550120X";"0385503822";"0385729340";"0393045390";"0393319296";"0395547032";"0399138188";"0399138684";"0399139419";"0399147144";"0399147322";"0399148450"
"276878";"000651118X";"0006511929";"0060002484";"0060011939";"0060094117";"0060505885";"0060520507";"0060595183";"0060930934";"0060951303";"0060964049";"0061000027";"0061007129";"0061054143";"0061054151";"0061056774";"0061096261";"0061097101";"0064404773";"0064405176";"0064407667";"0066210151";"0099268345";"0099283697";"0099460343";"0099543818";"009975181X";"0140062718";"014014899X";"0140187758";"0140260498";"0140269967";"0140270272";"0140279091";"0140327592";"0140328742";"0140366830";"0140367446";"0140367616";"0140621741";"0141181222";"0151010633";"0151446474";"0155061224";"0192834312";"0240514866";"0299164942";"0312244266";"0312253397";"0312864590";"0312874243";"0312925689";"0312960344";"0312966970";"0312983271";"0316152196";"0316154601";"0316287555";"0316666343";"0316781266";"0330201700";"0330332775";"0330367358";"0330373269";"033390804X";"0340818182";"0345249372";"0345348664";"0345385764";"0345391810";"034541389X";"0345423402";"0345425596";"034544003X";"0345446860";"034545104X";"0375400699";"0375700668";"0375756981";"0380000059";"0380005239";"0380724987";"0380726246";"0380731851";"0380807343";"0380816059";"0380975017";"0385272324";"038550120X";"0385503822";"0385729340";"0393045390";"0393319296";"0395547032";"0399138188";"0399138684";"0399139419";"0399147144";"0399147322";"0399148450"
"276879";"000651118X";"0006511929";"0060002484";"0060011939";"0060094117";"0060505885";"0060520507";"0060595183";"0060930934";"0060951303";"0060964049";"0061000027";"0061007129";"0061054143";"0061054151";"0061056774";"0061096261";"0061097101";"0064404773";"0064405176";"0064407667";"0066210151";"0099268345";"0099283697";"0099460343";"0099543818";"009975181X";"0140062718";"014014899X";"0140187758";"0140260498";"0140269967";"0140270272";"0140279091";"0140327592";"0140328742";"0140366830";"0140367446";"0140367616";"0140621741";"0141181222";"0151010633";"0151446474";"0155061224";"0192834312";"0240514866";"0299164942";"0312244266";"0312253397";"0312864590";"0312874243";"0312925689";"0312960344";"0312966970";"0312983271";"0316152196";"0316154601";"0316287555";"0316666343";"0316781266";"0330201700";"0330332775";"0330367358";"0330373269";"033390804X";"0340818182";"0345249372";"0345348664";"0345385764";"0345391810";"034541389X";"0345423402";"0345425596";"034544003X";"0345446860";"034545104X";"0375400699";"0375700668";"0375756981";"0380000059";"0380005239";"0380724987";"0380726246";"0380731851";"0380807343";"0380816059";"0380975017";"0385272324";"038550120X";"0385503822";"0385729340";"0393045390";"0393319296";"0395547032";"0399138188";"0399138684";"0399139419";"0399147144";"0399147322";"0399148450"
"276884";"000651118X";"0006511929";"0060002484";"0060011939";"0060094117";"0060505885";"0060520507";"0060595183";"0060930934";"0060951303";"0060964049";"0061000027";"0061007129";"0061054143";"0061054151";"0061056774";"0061096261";"0061097101";"0064404773";"0064405176";"0064407667";"0066210151";"0099268345";"0099283697";"0099460343";"0099543818";"009975181X";"0140062718";"014014899X";"0140187758";"0140260498";"0140269967";"0140270272";"0140279091";"0140327592";"0140328742";"0140366830";"0140367446";"0140367616";"0140621741";"0141181222";"0151010633";"0151446474";"0155061224";"0192834312";"0240514866";"0299164942";"0312244266";"0312253397";"0312864590";"0312874243";"0312925689";"0312960344";"0312966970";"0312983271";"0316152196";"0316154601";"0316287555";"0316666343";"0316781266";"0330201700";"0330332775";"0330367358";"0330373269";"033390804X";"0340818182";"0345249372";"0345348664";"0345385764";"0345391810";"034541389X";"0345423402";"0345425596";"034544003X";"0345446860";"034545104X";"0375400699";"0375700668";"0375756981";"0380000059";"0380005239";"0380724987";"0380726246";"0380731851";"0380807343";"0380816059";"0380975017";"0385272324";"038550120X";"0385503822";"0385729340";"0393045390";"0393319296";"0395547032";"0399138188";"0399138684";"0399139419";"0399147144";"0399147322";"0399148450"
"276887";"000651118X";"0006511929";"0060002484";"0060011939";"0060094117";"0060505885";"0060520507";"0060595183";"0060930934";"0060951303";"0060964049";"0061000027";"0061007129";"0061054143";"0061054151";"0061056774";"0061096261";"0061097101";"0064404773";"0064405176";"0064407667";"0066210151";"0099268345";"0099283697";"0099460343";"0099543818";"009975181X";"0140062718";"014014899X";"0140187758";"0140260498";"0140269967";"0140270272";"0140279091";"0140327592";"0140328742";"0140366830";"0140367446";"0140367616";"0140621741";"0141181222";"0151010633";"0151446474";"0155061224";"0192834312";"0240514866";"0299164942";"0312244266";"0312253397";"0312864590";"0312874243";"0312925689";"0312960344";"0312966970";"0312983271";"0316152196";"0316154601";"0316287555";"0316666343";"0316781266";"0330201700";"0330332775";"0330367358";"0330373269";"033390804X";"0340818182";"0345249372";"0345348664";"0345385764";"0345391810";"034541389X";"0345423402";"0345425596";"034544003X";"0345446860";"034545104X";"0375400699";"0375700668";"0375756981";"0380000059";"0380005239";"0380724987";"0380726246";"0380731851";"0380807343";"0380816059";"0380975017";"0385272324";"038550120X";"0385503822";"0385729340";"0393045390";"0393319296";"0395547032";"0399138188";"0399138684";"0399139419";"0399147144";"0399147322";"0399148450"
