"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11"
"8879285513";"00273755";"014366020444";"8496075850";"8804407808";"8804464895";"8807810751";"880781112X";"8817106100";"8817112917";"8833908488";"8838910987"
"8879285645";"00273755";"014366020444";"8496075850";"8804407808";"8804464895";"8807810751";"880781112X";"8817106100";"8817112917";"8833908488";"8838910987"
"8879832905";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8879839993";"8879839993";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195";"0060517794";"006054094X";"0060542845";"0060930187"
"8881110288";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8882461327";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"888634712X";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"8887432252";"00273755";"014366020444";"8496075850";"8804407808";"8804464895";"8807810751";"880781112X";"8817106100";"8817112917";"8833908488";"8838910987"
"8888424121";"00273755";"014366020444";"8496075850";"8804407808";"8804464895";"8807810751";"880781112X";"8817106100";"8817112917";"8833908488";"8838910987"
"899792145";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"9026935722";"9026935722";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195";"0060517794";"006054094X";"0060542845";"0060930187"
"9029716894";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"9057868059";"9057868059";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195";"0060517794";"006054094X";"0060542845";"0060930187"
"950491036X";"002542730X";"0099414732";"0140154078";"0194216748";"0385504209";"0553275283";"0582530431";"063403541X";"1400002672";"840149236X";"8420432113"
"9508521481";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"9513098648";"9513098648";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195";"0060517794";"006054094X";"0060542845";"0060930187"
"9681500830";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"9722900684";"9722900684";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195";"0060517794";"006054094X";"0060542845";"0060930187"
"9726954835";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"9782922145441";"9782922145441";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195";"0060517794";"006054094X";"0060542845";"0060930187"
"9871138016";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"B0000BLD7X";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"B158991965";"8496280012";"B158991965";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195";"0060517794";"006054094X";"0060542845"
"N3453124715";"0380711524";"3453092007";"3453213025";"N3453124715";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195";"0060517794"
